Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
RB,Jack Westover (39971651),Jack Westover,39971651,RB/FLEX,4000,NE@MIA 09/14/2025 01:00PM ET,NE,0
TE,Hunter Henry (39972111),Hunter Henry,39972111,TE/FLEX,4000,NE@MIA 09/14/2025 01:00PM ET,NE,10.6
QB,Mac Jones (39971331),Mac Jones,39971331,QB,4000,SF@NO 09/14/2025 01:00PM ET,SF,0
QB,Kurtis Rourke (39971359),Kurtis Rourke,39971359,QB,4000,SF@NO 09/14/2025 01:00PM ET,SF,0
QB,Adrian Martinez (39971360),Adrian Martinez,39971360,QB,4000,SF@NO 09/14/2025 01:00PM ET,SF,0
RB,Jordan James (39971515),Jordan James,39971515,RB/FLEX,4000,SF@NO 09/14/2025 01:00PM ET,SF,0
RB,Patrick Taylor Jr. (39971579),Patrick Taylor Jr.,39971579,RB/FLEX,4000,SF@NO 09/14/2025 01:00PM ET,SF,0
RB,Sincere McCormick (39971581),Sincere McCormick,39971581,RB/FLEX,4000,SF@NO 09/14/2025 01:00PM ET,SF,0
RB,Kyle Juszczyk (39971583),Kyle Juszczyk,39971583,RB/FLEX,4000,SF@NO 09/14/2025 01:00PM ET,SF,5.2
RB,Devin Neal (39971585),Devin Neal,39971585,RB/FLEX,4000,SF@NO 09/14/2025 01:00PM ET,NO,0.9
RB,Velus Jones Jr. (39971587),Velus Jones Jr.,39971587,RB/FLEX,4000,SF@NO 09/14/2025 01:00PM ET,NO,0
WR,Brandin Cooks (39971753),Brandin Cooks,39971753,WR/FLEX,4000,SF@NO 09/14/2025 01:00PM ET,NO,5.6
QB,Tyrod Taylor (39971339),Tyrod Taylor,39971339,QB,4000,BUF@NYJ 09/14/2025 01:00PM ET,NYJ,0
QB,Brady Cook (39971356),Brady Cook,39971356,QB,4000,BUF@NYJ 09/14/2025 01:00PM ET,NYJ,0
QB,Mitchell Trubisky (39971357),Mitchell Trubisky,39971357,QB,4000,BUF@NYJ 09/14/2025 01:00PM ET,BUF,0
QB,Shane Buechele (39971358),Shane Buechele,39971358,QB,4000,BUF@NYJ 09/14/2025 01:00PM ET,BUF,0
RB,Isaiah Davis (39971567),Isaiah Davis,39971567,RB/FLEX,4000,BUF@NYJ 09/14/2025 01:00PM ET,NYJ,1.8
RB,Kene Nwangwu (39971569),Kene Nwangwu,39971569,RB/FLEX,4000,BUF@NYJ 09/14/2025 01:00PM ET,NYJ,0
RB,Andrew Beck (39971571),Andrew Beck,39971571,RB/FLEX,4000,BUF@NYJ 09/14/2025 01:00PM ET,NYJ,0
RB,Lawrance Toafili (39971573),Lawrance Toafili,39971573,RB/FLEX,4000,BUF@NYJ 09/14/2025 01:00PM ET,NYJ,0
RB,Frank Gore Jr. (39971575),Frank Gore Jr.,39971575,RB/FLEX,4000,BUF@NYJ 09/14/2025 01:00PM ET,BUF,0
RB,Reggie Gilliam (39971577),Reggie Gilliam,39971577,RB/FLEX,4000,BUF@NYJ 09/14/2025 01:00PM ET,BUF,0
QB,Drew Lock (39971336),Drew Lock,39971336,QB,4000,SEA@PIT 09/14/2025 01:00PM ET,SEA,0
QB,Mason Rudolph (39971337),Mason Rudolph,39971337,QB,4000,SEA@PIT 09/14/2025 01:00PM ET,PIT,0
QB,Skylar Thompson (39971354),Skylar Thompson,39971354,QB,4000,SEA@PIT 09/14/2025 01:00PM ET,PIT,0
QB,Will Howard (39971355),Will Howard,39971355,QB,4000,SEA@PIT 09/14/2025 01:00PM ET,PIT,0
QB,Jalen Milroe (39971372),Jalen Milroe,39971372,QB,4000,SEA@PIT 09/14/2025 01:00PM ET,SEA,0.1
RB,Kenny McIntosh (39971499),Kenny McIntosh,39971499,RB/FLEX,4000,SEA@PIT 09/14/2025 01:00PM ET,SEA,0
RB,George Holani (39971553),George Holani,39971553,RB/FLEX,4000,SEA@PIT 09/14/2025 01:00PM ET,SEA,0
RB,Damien Martinez (39971555),Damien Martinez,39971555,RB/FLEX,4000,SEA@PIT 09/14/2025 01:00PM ET,SEA,0
RB,Robbie Ouzts (39971557),Robbie Ouzts,39971557,RB/FLEX,4000,SEA@PIT 09/14/2025 01:00PM ET,SEA,0
RB,Jacardia Wright (39971559),Jacardia Wright,39971559,RB/FLEX,4000,SEA@PIT 09/14/2025 01:00PM ET,SEA,0
RB,Brady Russell (39971561),Brady Russell,39971561,RB/FLEX,4000,SEA@PIT 09/14/2025 01:00PM ET,SEA,0
RB,Lew Nichols (39971563),Lew Nichols,39971563,RB/FLEX,4000,SEA@PIT 09/14/2025 01:00PM ET,PIT,0
RB,Trey Sermon (39971565),Trey Sermon,39971565,RB/FLEX,4000,SEA@PIT 09/14/2025 01:00PM ET,PIT,0
QB,Stetson Bennett IV (39971350),Stetson Bennett IV,39971350,QB,4000,LAR@TEN 09/14/2025 01:00PM ET,LAR,0
QB,Brandon Allen (39971351),Brandon Allen,39971351,QB,4000,LAR@TEN 09/14/2025 01:00PM ET,TEN,0
QB,Will Levis (39971352),Will Levis,39971352,QB,4000,LAR@TEN 09/14/2025 01:00PM ET,TEN,0
QB,Trevor Siemian (39971353),Trevor Siemian,39971353,QB,4000,LAR@TEN 09/14/2025 01:00PM ET,TEN,0
RB,Tyjae Spears (39971497),Tyjae Spears,39971497,RB/FLEX,4000,LAR@TEN 09/14/2025 01:00PM ET,TEN,0
RB,Jarquez Hunter (39971501),Jarquez Hunter,39971501,RB/FLEX,4000,LAR@TEN 09/14/2025 01:00PM ET,LAR,0
RB,Ronnie Rivers (39971545),Ronnie Rivers,39971545,RB/FLEX,4000,LAR@TEN 09/14/2025 01:00PM ET,LAR,0
RB,Julius Chestnut (39971547),Julius Chestnut,39971547,RB/FLEX,4000,LAR@TEN 09/14/2025 01:00PM ET,TEN,0.2
RB,Kalel Mullings (39971549),Kalel Mullings,39971549,RB/FLEX,4000,LAR@TEN 09/14/2025 01:00PM ET,TEN,0
RB,Jordan Mims (39971551),Jordan Mims,39971551,RB/FLEX,4000,LAR@TEN 09/14/2025 01:00PM ET,TEN,0
QB,Jacoby Brissett (39971334),Jacoby Brissett,39971334,QB,4000,CAR@ARI 09/14/2025 04:05PM ET,ARI,0
QB,Hendon Hooker (39971348),Hendon Hooker,39971348,QB,4000,CAR@ARI 09/14/2025 04:05PM ET,CAR,0
QB,Kedon Slovis (39971349),Kedon Slovis,39971349,QB,4000,CAR@ARI 09/14/2025 04:05PM ET,ARI,0
RB,Michael Carter (39971511),Michael Carter,39971511,RB/FLEX,4000,CAR@ARI 09/14/2025 04:05PM ET,ARI,0
RB,Jonathon Brooks (39971537),Jonathon Brooks,39971537,RB/FLEX,4000,CAR@ARI 09/14/2025 04:05PM ET,CAR,0
RB,Emari Demercado (39971539),Emari Demercado,39971539,RB/FLEX,4000,CAR@ARI 09/14/2025 04:05PM ET,ARI,0
RB,Zonovan Knight (39971541),Zonovan Knight,39971541,RB/FLEX,4000,CAR@ARI 09/14/2025 04:05PM ET,ARI,0
RB,DeeJay Dallas (39971647),DeeJay Dallas,39971647,RB/FLEX,4000,CAR@ARI 09/14/2025 04:05PM ET,CAR,0
RB,Trevor Etienne (39971649),Trevor Etienne,39971649,RB/FLEX,4000,CAR@ARI 09/14/2025 04:05PM ET,CAR,0.4
QB,Jarrett Stidham (39971335),Jarrett Stidham,39971335,QB,4000,DEN@IND 09/14/2025 04:05PM ET,DEN,0
QB,Riley Leonard (39971346),Riley Leonard,39971346,QB,4000,DEN@IND 09/14/2025 04:05PM ET,IND,0
QB,Sam Ehlinger (39971347),Sam Ehlinger,39971347,QB,4000,DEN@IND 09/14/2025 04:05PM ET,DEN,0
RB,Khalil Herbert (39971509),Khalil Herbert,39971509,RB/FLEX,4000,DEN@IND 09/14/2025 04:05PM ET,IND,0
RB,Tyler Goodson (39971527),Tyler Goodson,39971527,RB/FLEX,4000,DEN@IND 09/14/2025 04:05PM ET,IND,0
RB,Ulysses Bentley IV (39971529),Ulysses Bentley IV,39971529,RB/FLEX,4000,DEN@IND 09/14/2025 04:05PM ET,IND,0
RB,Salvon Ahmed (39971531),Salvon Ahmed,39971531,RB/FLEX,4000,DEN@IND 09/14/2025 04:05PM ET,IND,0
RB,Adam Prentice (39971533),Adam Prentice,39971533,RB/FLEX,4000,DEN@IND 09/14/2025 04:05PM ET,DEN,1.4
RB,Michael Burton (39971535),Michael Burton,39971535,RB/FLEX,4000,DEN@IND 09/14/2025 04:05PM ET,DEN,0
QB,Tanner McKee (39971341),Tanner McKee,39971341,QB,4000,PHI@KC 09/14/2025 04:25PM ET,PHI,0
QB,Sam Howell (39971342),Sam Howell,39971342,QB,4000,PHI@KC 09/14/2025 04:25PM ET,PHI,0
QB,Kyle McCord (39971343),Kyle McCord,39971343,QB,4000,PHI@KC 09/14/2025 04:25PM ET,PHI,0
QB,Gardner Minshew II (39971344),Gardner Minshew II,39971344,QB,4000,PHI@KC 09/14/2025 04:25PM ET,KC,0
QB,Chris Oladokun (39971345),Chris Oladokun,39971345,QB,4000,PHI@KC 09/14/2025 04:25PM ET,KC,0
RB,Brashard Smith (39971495),Brashard Smith,39971495,RB/FLEX,4000,PHI@KC 09/14/2025 04:25PM ET,KC,0
RB,Audric Estime (39971503),Audric Estime,39971503,RB/FLEX,4000,PHI@KC 09/14/2025 04:25PM ET,PHI,0
RB,Ben VanSumeren (39971517),Ben VanSumeren,39971517,RB/FLEX,4000,PHI@KC 09/14/2025 04:25PM ET,PHI,0
RB,Elijah Mitchell (39971519),Elijah Mitchell,39971519,RB/FLEX,4000,PHI@KC 09/14/2025 04:25PM ET,KC,0
RB,Keaontay Ingram (39971521),Keaontay Ingram,39971521,RB/FLEX,4000,PHI@KC 09/14/2025 04:25PM ET,KC,0
RB,Carson Steele (39971523),Carson Steele,39971523,RB/FLEX,4000,PHI@KC 09/14/2025 04:25PM ET,KC,0
RB,Clyde Edwards-Helaire (39971525),Clyde Edwards-Helaire,39971525,RB/FLEX,4000,PHI@KC 09/14/2025 04:25PM ET,KC,0
WR,JuJu Smith-Schuster (39971755),JuJu Smith-Schuster,39971755,WR/FLEX,4000,PHI@KC 09/14/2025 04:25PM ET,KC,10.5
TE,Jonnu Smith (39972113),Jonnu Smith,39972113,TE/FLEX,3900,SEA@PIT 09/14/2025 01:00PM ET,PIT,12.5
WR,Tyler Lockett (39971757),Tyler Lockett,39971757,WR/FLEX,3900,LAR@TEN 09/14/2025 01:00PM ET,TEN,0
WR,Xavier Legette (39971759),Xavier Legette,39971759,WR/FLEX,3900,CAR@ARI 09/14/2025 04:05PM ET,CAR,4
TE,Jake Ferguson (39972117),Jake Ferguson,39972117,TE/FLEX,3800,NYG@DAL 09/14/2025 01:00PM ET,DAL,7.3
WR,Kyle Williams (39971761),Kyle Williams,39971761,WR/FLEX,3800,NE@MIA 09/14/2025 01:00PM ET,NE,2.2
WR,Marquez Valdes-Scantling (39971763),Marquez Valdes-Scantling,39971763,WR/FLEX,3800,SF@NO 09/14/2025 01:00PM ET,SF,0
TE,Dallas Goedert (39972115),Dallas Goedert,39972115,TE/FLEX,3800,PHI@KC 09/14/2025 04:25PM ET,PHI,11.4
DST,Ravens  (39972347),Ravens ,39972347,DST,3700,CLE@BAL 09/14/2025 01:00PM ET,BAL,-3
TE,Colston Loveland (39972119),Colston Loveland,39972119,TE/FLEX,3700,CHI@DET 09/14/2025 01:00PM ET,CHI,3.2
TE,Dalton Kincaid (39972121),Dalton Kincaid,39972121,TE/FLEX,3700,BUF@NYJ 09/14/2025 01:00PM ET,BUF,14.8
WR,Michael Wilson (39971765),Michael Wilson,39971765,WR/FLEX,3700,CAR@ARI 09/14/2025 04:05PM ET,ARI,1.5
WR,Troy Franklin (39971767),Troy Franklin,39971767,WR/FLEX,3700,DEN@IND 09/14/2025 04:05PM ET,DEN,8.4
TE,Brenton Strange (39972125),Brenton Strange,39972125,TE/FLEX,3600,JAX@CIN 09/14/2025 01:00PM ET,JAX,9.9
WR,KaVontae Turpin (39971771),KaVontae Turpin,39971771,WR/FLEX,3600,NYG@DAL 09/14/2025 01:00PM ET,DAL,4.7
WR,Olamide Zaccheaus (39971773),Olamide Zaccheaus,39971773,WR/FLEX,3600,CHI@DET 09/14/2025 01:00PM ET,CHI,8.2
TE,Juwan Johnson (39972123),Juwan Johnson,39972123,TE/FLEX,3600,SF@NO 09/14/2025 01:00PM ET,NO,15.6
DST,49ers  (39972348),49ers ,39972348,DST,3600,SF@NO 09/14/2025 01:00PM ET,SF,9
WR,Jahan Dotson (39971769),Jahan Dotson,39971769,WR/FLEX,3600,PHI@KC 09/14/2025 04:25PM ET,PHI,8.9
WR,Tyquan Thornton (39971775),Tyquan Thornton,39971775,WR/FLEX,3600,PHI@KC 09/14/2025 04:25PM ET,KC,6.1
WR,Andrei Iosivas (39971779),Andrei Iosivas,39971779,WR/FLEX,3500,JAX@CIN 09/14/2025 01:00PM ET,CIN,0
TE,Darren Waller (39972127),Darren Waller,39972127,TE/FLEX,3500,NE@MIA 09/14/2025 01:00PM ET,MIA,0
TE,Luke Farrell (39972129),Luke Farrell,39972129,TE/FLEX,3500,SF@NO 09/14/2025 01:00PM ET,SF,1.4
WR,Kendrick Bourne (39992398),Kendrick Bourne,39992398,WR/FLEX,3500,SF@NO 09/14/2025 01:00PM ET,SF,0
WR,Josh Reynolds (39971777),Josh Reynolds,39971777,WR/FLEX,3500,BUF@NYJ 09/14/2025 01:00PM ET,NYJ,3.8
WR,Tutu Atwell (39971783),Tutu Atwell,39971783,WR/FLEX,3500,LAR@TEN 09/14/2025 01:00PM ET,LAR,1.4
DST,Broncos  (39972349),Broncos ,39972349,DST,3500,DEN@IND 09/14/2025 04:05PM ET,DEN,14
WR,Jalen Royals (39971781),Jalen Royals,39971781,WR/FLEX,3500,PHI@KC 09/14/2025 04:25PM ET,KC,0
TE,Mike Gesicki (39972133),Mike Gesicki,39972133,TE/FLEX,3400,JAX@CIN 09/14/2025 01:00PM ET,CIN,2.4
WR,Darius Slayton (39971787),Darius Slayton,39971787,WR/FLEX,3400,NYG@DAL 09/14/2025 01:00PM ET,NYG,0
WR,Allen Lazard (39971785),Allen Lazard,39971785,WR/FLEX,3400,BUF@NYJ 09/14/2025 01:00PM ET,NYJ,0
WR,Elijah Moore (39971791),Elijah Moore,39971791,WR/FLEX,3400,BUF@NYJ 09/14/2025 01:00PM ET,BUF,2.1
TE,Pat Freiermuth (39972131),Pat Freiermuth,39972131,TE/FLEX,3400,SEA@PIT 09/14/2025 01:00PM ET,PIT,5.8
WR,Hunter Renfrow (39971789),Hunter Renfrow,39971789,WR/FLEX,3400,CAR@ARI 09/14/2025 04:05PM ET,CAR,3.1
DST,Cardinals  (39972350),Cardinals ,39972350,DST,3400,CAR@ARI 09/14/2025 04:05PM ET,ARI,5
WR,Isaiah Bond (39971803),Isaiah Bond,39971803,WR/FLEX,3300,CLE@BAL 09/14/2025 01:00PM ET,CLE,1.5
WR,Parker Washington (39971795),Parker Washington,39971795,WR/FLEX,3300,JAX@CIN 09/14/2025 01:00PM ET,JAX,0
TE,Noah Fant (39972135),Noah Fant,39972135,TE/FLEX,3300,JAX@CIN 09/14/2025 01:00PM ET,CIN,12.6
WR,Jalen Tolbert (39971801),Jalen Tolbert,39971801,WR/FLEX,3300,NYG@DAL 09/14/2025 01:00PM ET,DAL,1
WR,Isaac TeSlaa (39971793),Isaac TeSlaa,39971793,WR/FLEX,3300,CHI@DET 09/14/2025 01:00PM ET,DET,8.3
WR,Malik Washington (39971799),Malik Washington,39971799,WR/FLEX,3300,NE@MIA 09/14/2025 01:00PM ET,MIA,4.9
WR,Jacob Cowing (39971809),Jacob Cowing,39971809,WR/FLEX,3300,SF@NO 09/14/2025 01:00PM ET,SF,0
DST,Bills  (39972351),Bills ,39972351,DST,3300,BUF@NYJ 09/14/2025 01:00PM ET,BUF,0
WR,Ben Skowronek (39971807),Ben Skowronek,39971807,WR/FLEX,3300,SEA@PIT 09/14/2025 01:00PM ET,PIT,9.2
TE,Chig Okonkwo (39972137),Chig Okonkwo,39972137,TE/FLEX,3300,LAR@TEN 09/14/2025 01:00PM ET,TEN,4.9
WR,Greg Dortch (39971805),Greg Dortch,39971805,WR/FLEX,3300,CAR@ARI 09/14/2025 04:05PM ET,ARI,0.8
WR,John Metchie III (39971797),John Metchie III,39971797,WR/FLEX,3300,PHI@KC 09/14/2025 04:25PM ET,PHI,0
TE,Isaiah Likely (39972139),Isaiah Likely,39972139,TE/FLEX,3200,CLE@BAL 09/14/2025 01:00PM ET,BAL,0
WR,Tim Patrick (39971817),Tim Patrick,39971817,WR/FLEX,3200,JAX@CIN 09/14/2025 01:00PM ET,JAX,0
WR,Kalif Raymond (39971815),Kalif Raymond,39971815,WR/FLEX,3200,CHI@DET 09/14/2025 01:00PM ET,DET,3.6
TE,Cole Kmet (39972141),Cole Kmet,39972141,TE/FLEX,3200,CHI@DET 09/14/2025 01:00PM ET,CHI,4.1
DST,Lions  (39972352),Lions ,39972352,DST,3200,CHI@DET 09/14/2025 01:00PM ET,DET,0
WR,Nick Westbrook-Ikhine (39971819),Nick Westbrook-Ikhine,39971819,WR/FLEX,3200,NE@MIA 09/14/2025 01:00PM ET,MIA,1.7
WR,Devaughn Vele (39971811),Devaughn Vele,39971811,WR/FLEX,3200,SF@NO 09/14/2025 01:00PM ET,NO,2.3
TE,Jake Tonges (39972143),Jake Tonges,39972143,TE/FLEX,3200,SF@NO 09/14/2025 01:00PM ET,SF,10.5
WR,Curtis Samuel (39971825),Curtis Samuel,39971825,WR/FLEX,3200,BUF@NYJ 09/14/2025 01:00PM ET,BUF,0
WR,Tyler Johnson (39971827),Tyler Johnson,39971827,WR/FLEX,3200,BUF@NYJ 09/14/2025 01:00PM ET,NYJ,5.1
WR,Elic Ayomanor (39971813),Elic Ayomanor,39971813,WR/FLEX,3200,LAR@TEN 09/14/2025 01:00PM ET,TEN,3.3
WR,Zay Jones (39971823),Zay Jones,39971823,WR/FLEX,3200,CAR@ARI 09/14/2025 04:05PM ET,ARI,1.4
WR,Pat Bryant (39971821),Pat Bryant,39971821,WR/FLEX,3200,DEN@IND 09/14/2025 04:05PM ET,DEN,0
WR,Jamari Thrash (39971833),Jamari Thrash,39971833,WR/FLEX,3100,CLE@BAL 09/14/2025 01:00PM ET,CLE,1.6
TE,Harold Fannin Jr. (39972149),Harold Fannin Jr.,39972149,TE/FLEX,3100,CLE@BAL 09/14/2025 01:00PM ET,CLE,13.6
WR,Russell Gage Jr. (39971837),Russell Gage Jr.,39971837,WR/FLEX,3100,SF@NO 09/14/2025 01:00PM ET,SF,0
WR,Tory Horton (39971835),Tory Horton,39971835,WR/FLEX,3100,SEA@PIT 09/14/2025 01:00PM ET,SEA,0
DST,Steelers  (39972354),Steelers ,39972354,DST,3100,SEA@PIT 09/14/2025 01:00PM ET,PIT,2
WR,Van Jefferson (39971829),Van Jefferson,39971829,WR/FLEX,3100,LAR@TEN 09/14/2025 01:00PM ET,TEN,0
TE,Tyler Higbee (39972145),Tyler Higbee,39972145,TE/FLEX,3100,LAR@TEN 09/14/2025 01:00PM ET,LAR,0
DST,Rams  (39972353),Rams ,39972353,DST,3100,LAR@TEN 09/14/2025 01:00PM ET,LAR,11
TE,Ja'Tavion Sanders (39972147),Ja'Tavion Sanders,39972147,TE/FLEX,3100,CAR@ARI 09/14/2025 04:05PM ET,CAR,4.7
WR,Adonai Mitchell (39971831),Adonai Mitchell,39971831,WR/FLEX,3100,DEN@IND 09/14/2025 04:05PM ET,IND,4.1
WR,Tylan Wallace (39972071),Tylan Wallace,39972071,WR/FLEX,3000,CLE@BAL 09/14/2025 01:00PM ET,BAL,0
WR,Devontez Walker (39972073),Devontez Walker,39972073,WR/FLEX,3000,CLE@BAL 09/14/2025 01:00PM ET,BAL,0
WR,LaJohntay Wester (39972075),LaJohntay Wester,39972075,WR/FLEX,3000,CLE@BAL 09/14/2025 01:00PM ET,BAL,0
WR,Dayton Wade (39972077),Dayton Wade,39972077,WR/FLEX,3000,CLE@BAL 09/14/2025 01:00PM ET,BAL,0
WR,Anthony Miller (39972079),Anthony Miller,39972079,WR/FLEX,3000,CLE@BAL 09/14/2025 01:00PM ET,BAL,0
WR,Keith Kirkwood (39972081),Keith Kirkwood,39972081,WR/FLEX,3000,CLE@BAL 09/14/2025 01:00PM ET,BAL,0
WR,DeAndre Carter (39972083),DeAndre Carter,39972083,WR/FLEX,3000,CLE@BAL 09/14/2025 01:00PM ET,CLE,0
WR,Gage Larvadain (39972085),Gage Larvadain,39972085,WR/FLEX,3000,CLE@BAL 09/14/2025 01:00PM ET,CLE,0
WR,David Bell (39972087),David Bell,39972087,WR/FLEX,3000,CLE@BAL 09/14/2025 01:00PM ET,CLE,0
WR,Cade McDonald (39972089),Cade McDonald,39972089,WR/FLEX,3000,CLE@BAL 09/14/2025 01:00PM ET,CLE,0
WR,Malachi Corley (39972091),Malachi Corley,39972091,WR/FLEX,3000,CLE@BAL 09/14/2025 01:00PM ET,CLE,0
WR,Kaden Davis (39972093),Kaden Davis,39972093,WR/FLEX,3000,CLE@BAL 09/14/2025 01:00PM ET,CLE,0
WR,Jermaine Burton (39971861),Jermaine Burton,39971861,WR/FLEX,3000,JAX@CIN 09/14/2025 01:00PM ET,CIN,0
WR,Joshua Cephus (39972055),Joshua Cephus,39972055,WR/FLEX,3000,JAX@CIN 09/14/2025 01:00PM ET,JAX,0
WR,Erik Ezukanma (39972057),Erik Ezukanma,39972057,WR/FLEX,3000,JAX@CIN 09/14/2025 01:00PM ET,JAX,0
WR,Chandler Brayboy (39972059),Chandler Brayboy,39972059,WR/FLEX,3000,JAX@CIN 09/14/2025 01:00PM ET,JAX,0
WR,Austin Trammell (39972061),Austin Trammell,39972061,WR/FLEX,3000,JAX@CIN 09/14/2025 01:00PM ET,JAX,0
WR,Charlie Jones (39972063),Charlie Jones,39972063,WR/FLEX,3000,JAX@CIN 09/14/2025 01:00PM ET,CIN,0
WR,Mitchell Tinsley (39972065),Mitchell Tinsley,39972065,WR/FLEX,3000,JAX@CIN 09/14/2025 01:00PM ET,CIN,0
WR,Isaiah Williams (39972067),Isaiah Williams,39972067,WR/FLEX,3000,JAX@CIN 09/14/2025 01:00PM ET,CIN,0
WR,Jordan Moore (39972069),Jordan Moore,39972069,WR/FLEX,3000,JAX@CIN 09/14/2025 01:00PM ET,CIN,0
WR,Jonathan Mingo (39971851),Jonathan Mingo,39971851,WR/FLEX,3000,NYG@DAL 09/14/2025 01:00PM ET,DAL,0
WR,Jalin Hyatt (39972033),Jalin Hyatt,39972033,WR/FLEX,3000,NYG@DAL 09/14/2025 01:00PM ET,NYG,0
WR,Beaux Collins (39972035),Beaux Collins,39972035,WR/FLEX,3000,NYG@DAL 09/14/2025 01:00PM ET,NYG,0
WR,Gunner Olszewski (39972037),Gunner Olszewski,39972037,WR/FLEX,3000,NYG@DAL 09/14/2025 01:00PM ET,NYG,0
WR,Bryce Ford-Wheaton (39972039),Bryce Ford-Wheaton,39972039,WR/FLEX,3000,NYG@DAL 09/14/2025 01:00PM ET,NYG,0
WR,Da'Quan Felton (39972041),Da'Quan Felton,39972041,WR/FLEX,3000,NYG@DAL 09/14/2025 01:00PM ET,NYG,0
WR,Lil'Jordan Humphrey (39972043),Lil'Jordan Humphrey,39972043,WR/FLEX,3000,NYG@DAL 09/14/2025 01:00PM ET,NYG,0
WR,Ihmir Smith-Marsette (39972045),Ihmir Smith-Marsette,39972045,WR/FLEX,3000,NYG@DAL 09/14/2025 01:00PM ET,NYG,0
WR,Jalen Brooks (39972047),Jalen Brooks,39972047,WR/FLEX,3000,NYG@DAL 09/14/2025 01:00PM ET,DAL,0
WR,Traeshon Holden (39972049),Traeshon Holden,39972049,WR/FLEX,3000,NYG@DAL 09/14/2025 01:00PM ET,DAL,0
WR,Ryan Flournoy (39972051),Ryan Flournoy,39972051,WR/FLEX,3000,NYG@DAL 09/14/2025 01:00PM ET,DAL,0
WR,Jalen Cropper (39972053),Jalen Cropper,39972053,WR/FLEX,3000,NYG@DAL 09/14/2025 01:00PM ET,DAL,0
DST,Cowboys  (39972356),Cowboys ,39972356,DST,3000,NYG@DAL 09/14/2025 01:00PM ET,DAL,1
WR,Dominic Lovett (39972015),Dominic Lovett,39972015,WR/FLEX,3000,CHI@DET 09/14/2025 01:00PM ET,DET,0
WR,Jackson Meeks (39972017),Jackson Meeks,39972017,WR/FLEX,3000,CHI@DET 09/14/2025 01:00PM ET,DET,0
WR,Ronnie Bell (39972019),Ronnie Bell,39972019,WR/FLEX,3000,CHI@DET 09/14/2025 01:00PM ET,DET,0
WR,Tom Kennedy (39972021),Tom Kennedy,39972021,WR/FLEX,3000,CHI@DET 09/14/2025 01:00PM ET,DET,0
WR,Devin Duvernay (39972023),Devin Duvernay,39972023,WR/FLEX,3000,CHI@DET 09/14/2025 01:00PM ET,CHI,0
WR,Jahdae Walker (39972025),Jahdae Walker,39972025,WR/FLEX,3000,CHI@DET 09/14/2025 01:00PM ET,CHI,0
WR,JP Richardson (39972027),JP Richardson,39972027,WR/FLEX,3000,CHI@DET 09/14/2025 01:00PM ET,CHI,0
WR,Maurice Alexander (39972029),Maurice Alexander,39972029,WR/FLEX,3000,CHI@DET 09/14/2025 01:00PM ET,CHI,0
WR,Miles Boykin (39972031),Miles Boykin,39972031,WR/FLEX,3000,CHI@DET 09/14/2025 01:00PM ET,CHI,0
WR,Mack Hollins (39971847),Mack Hollins,39971847,WR/FLEX,3000,NE@MIA 09/14/2025 01:00PM ET,NE,1.3
WR,Efton Chism III (39971999),Efton Chism III,39971999,WR/FLEX,3000,NE@MIA 09/14/2025 01:00PM ET,NE,0
WR,Ja'Lynn Polk (39972001),Ja'Lynn Polk,39972001,WR/FLEX,3000,NE@MIA 09/14/2025 01:00PM ET,NE,0
WR,John Jiles (39972003),John Jiles,39972003,WR/FLEX,3000,NE@MIA 09/14/2025 01:00PM ET,NE,0
WR,Jeremiah Webb (39972005),Jeremiah Webb,39972005,WR/FLEX,3000,NE@MIA 09/14/2025 01:00PM ET,NE,0
WR,Dee Eskridge (39972007),Dee Eskridge,39972007,WR/FLEX,3000,NE@MIA 09/14/2025 01:00PM ET,MIA,1.9
WR,Tahj Washington (39972009),Tahj Washington,39972009,WR/FLEX,3000,NE@MIA 09/14/2025 01:00PM ET,MIA,0
WR,A.J. Henning (39972011),A.J. Henning,39972011,WR/FLEX,3000,NE@MIA 09/14/2025 01:00PM ET,MIA,0
WR,Theo Wease Jr. (39972013),Theo Wease Jr.,39972013,WR/FLEX,3000,NE@MIA 09/14/2025 01:00PM ET,MIA,0
TE,Austin Hooper (39972153),Austin Hooper,39972153,TE/FLEX,3000,NE@MIA 09/14/2025 01:00PM ET,NE,2
WR,Brandon Aiyuk (39971855),Brandon Aiyuk,39971855,WR/FLEX,3000,SF@NO 09/14/2025 01:00PM ET,SF,0
WR,Demarcus Robinson (39971857),Demarcus Robinson,39971857,WR/FLEX,3000,SF@NO 09/14/2025 01:00PM ET,SF,0
WR,Jordan Watkins (39971859),Jordan Watkins,39971859,WR/FLEX,3000,SF@NO 09/14/2025 01:00PM ET,SF,0
WR,Skyy Moore (39971863),Skyy Moore,39971863,WR/FLEX,3000,SF@NO 09/14/2025 01:00PM ET,SF,0
WR,Malik Turner (39971979),Malik Turner,39971979,WR/FLEX,3000,SF@NO 09/14/2025 01:00PM ET,SF,0
WR,Trent Taylor (39971981),Trent Taylor,39971981,WR/FLEX,3000,SF@NO 09/14/2025 01:00PM ET,SF,0
WR,Junior Bergen (39971983),Junior Bergen,39971983,WR/FLEX,3000,SF@NO 09/14/2025 01:00PM ET,SF,0
WR,Robbie Chosen (39971985),Robbie Chosen,39971985,WR/FLEX,3000,SF@NO 09/14/2025 01:00PM ET,SF,0
